N,Z,A,mass_xx_kev,mass_xx_uncert,bea_kev,A,atom_mass_muu,atom_mass_uncert
112,76,188,-41137.3,0.7,7973.866,187,955837.3,0.8
111,77,188,-38345,9,7954.85,187,958835,10
110,78,188,-37821,5,7947.903,187,959398,6
109,79,188,-32371.3,2.7,7914.754,187,965248.0,2.9
108,80,188,-30198,7,7899.03,187,967581,7
107,81,188,-22336,30,7853.05,187,976020,30
106,82,188,-17811,10,7824.82,187,980879,11
105,83,188,-7195,11,7764.19,187,992276,12
104,84,188,-544,20,7724.65,187,999416,21
117,72,189,-27150#,300#,7917#,188,970850#,320#
116,73,189,-31960#,200#,7938#,188,965690#,220#
115,74,189,-35810#,200#,7954#,188,961560#,220#
114,75,189,-37979,8,7961.81,188,959228,9
113,76,189,-38986.8,0.7,7963.003,188,958145.9,0.7
112,77,189,-38450,13,7956.02,188,958723,14
111,78,189,-36469,10,7941.40,188,960848,11
110,79,189,-33582,20,7921.99,188,963948,22
109,80,189,-29630,30,7896.92,188,968190,30
108,81,189,-24616,8,7866.27,188,973574,9
107,82,189,-17844,14,7826.30,188,980844,15
106,83,189,-10065,21,7781.00,188,989195,22
105,84,189,-1422,22,7731.13,188,998473,24
118,72,190,-24800#,400#,7905#,189,973380#,430#
117,73,190,-28720#,200#,7922#,189,969170#,220#
116,74,190,-34370,40,7947.50,189,963100,40
115,75,190,-35583,5,7949.776,189,961800,5
114,76,190,-38707.8,0.6,7962.105,189,958445.4,0.7
113,77,190,-36753.6,1.4,7947.702,189,960543.4,1.5
112,78,190,-37306.5,0.7,7946.494,189,959949.8,0.7
111,79,190,-32834,3,7918.835,189,964752,4
110,80,190,-31371,16,7907.02,189,966322,17
109,81,190,-24366,7,7866.03,189,973842,8
108,82,190,-20417,13,7841.13,189,978082,13
107,83,190,-10596,21,7785.32,189,988625,23
106,84,190,-4563,13,7749.45,189,995102,14
118,73,191,-26520#,300#,7911#,190,971530#,320#
117,74,191,-31180,40,7931.44,190,966530,50
116,75,191,-34350,10,7943.96,190,963123,11
115,76,191,-36395.2,0.7,7950.569,190,960928.1,0.7
114,77,191,-36708.8,1.3,7948.114,190,960591.5,1.4
113,78,191,-35698,4,7938.728,190,961676,4
112,79,191,-33798,5,7924.682,190,963716,5
111,80,191,-30592,22,7903.80,190,967158,24
110,81,191,-26283,7,7877.14,190,971784,8
109,82,191,-20291,7,7841.68,190,978216,7
108,83,191,-13239,7,7800.66,190,985787,8
107,84,191,-5069,7,7753.79,190,994558,8
106,85,191,3864,16,7702.92,191,004148,17
119,73,192,-23100#,400#,7894#,191,975200#,430#
118,74,192,-29620#,200#,7924#,191,968200#,220#
117,75,192,-31590,70,7930.2,191,966090,80
116,76,192,-35882.3,2.3,7948.526,191,961478.8,2.5
115,77,192,-34835.6,1.3,7939.000,191,962602.4,1.4
114,78,192,-36288.5,2.6,7942.492,191,961042.7,2.8
113,79,192,-32772,16,7920.10,191,964818,17
112,80,192,-32011,16,7912.07,191,965634,17
111,81,192,-25870,30,7876.02,191,972230,30
110,82,192,-22552,6,7854.648,191,975790,6
109,83,192,-13530,30,7803.61,191,985470,30
108,84,192,-8066,11,7771.05,191,991340,11
107,85,192,2926,28,7709.73,192,003141,30
120,73,193,-20810#,400#,7883#,192,977660#,430#
119,74,193,-26190#,200#,7907#,192,971880#,220#
118,75,193,-30230,40,7923.94,192,967550,40
117,76,193,-33394.4,2.3,7936.272,192,964149.6,2.5
116,77,193,-34536.3,1.3,7938.135,192,962923.8,1.4
115,78,193,-34479.7,1.4,7933.788,192,962984.5,1.5
114,79,193,-33405,9,7924.16,192,964138,9
113,80,193,-31062,16,7907.97,192,966653,17
112,81,193,-27477,7,7885.34,192,970502,7
111,82,193,-22229,10,7854.10,192,976136,11
110,83,193,-15885,8,7817.17,192,982947,8
109,84,193,-8325,15,7773.95,192,991062,16
108,85,193,-67,22,7727.11,192,999928,23
107,86,193,9043,25,7675.85,193,009708,27
121,73,194,-17130#,500#,7865#,193,981610#,540#
120,74,194,-24410#,300#,7899#,193,973800#,320#
119,75,194,-27260#,200#,7909#,193,970740#,220#
118,76,194,-32435.2,2.4,7932.023,193,965179.4,2.6
117,77,194,-32531.8,1.3,7928.488,193,965075.7,1.4
116,78,194,-34760.1,0.5,7935.942,193,962683.5,0.5
115,79,194,-32211.9,2.1,7918.774,193,965419.1,2.3
114,80,194,-32184.0,2.9,7914.597,193,965449,3
113,81,194,-26937,14,7883.52,193,971081,15
112,82,194,-24208,17,7865.42,193,974012,19
111,83,194,-16023,5,7819.195,193,982799,6
110,84,194,-11005,13,7789.29,193,988186,14
109,85,194,-716,24,7732.23,193,999231,25
108,86,194,5725,17,7695.00,194,006146,18
121,74,195,-20740#,300#,7881#,194,977740#,320#
120,75,195,-25560#,300#,7901#,194,972560#,320#
119,76,195,-29510,60,7917.74,194,968320,60
118,77,195,-31692.3,1.3,7924.916,194,965976.9,1.4
117,78,195,-32793.9,0.5,7926.553,194,964794.3,0.5
116,79,195,-32567.1,1.1,7921.378,194,965037.8,1.2
115,80,195,-31013,23,7909.40,194,966706,25
114,81,195,-28155,11,7890.73,194,969774,12
113,82,195,-23738,5,7864.065,194,974516,5
112,83,195,-18026,5,7830.758,194,980649,6
111,84,195,-11117,6,7791.32,194,988066,6
110,85,195,-3470,10,7748.09,194,996274,10
109,86,195,5050,50,7700.38,195,005420,60
122,74,196,-18740#,400#,7872#,195,979880#,430#
121,75,196,-22360#,300#,7886#,195,976000#,320#
120,76,196,-28280,40,7912.23,195,969640,40
119,77,196,-29440,40,7914.15,195,968400,40
118,78,196,-32644.5,0.5,7926.530,195,964954.6,0.5
117,79,196,-31138.7,3.0,7914.855,195,966571,3
116,80,196,-31825.9,2.9,7914.370,195,965833,3
115,81,196,-27497,12,7888.29,195,970481,13
114,82,196,-25348,8,7873.34,195,972788,8
113,83,196,-18009,24,7831.90,195,980667,26
112,84,196,-13469,5,7804.745,195,985541,6
111,85,196,-3910,30,7752.00,195,995800,30
110,86,196,1975,14,7717.97,196,002120,15
123,74,197,-14870#,400#,7853#,196,984040#,430#
122,75,197,-20350#,300#,7877#,196,978150#,320#
121,76,197,-25080#,200#,7897#,196,973080#,220#
120,77,197,-28264,20,7909.00,196,969657,22
119,78,197,-30419.8,0.5,7915.971,196,967343.0,0.6
118,79,197,-31139.8,0.5,7915.655,196,966570.1,0.6
117,80,197,-30540,3,7908.640,196,967214,3
116,81,197,-28354,14,7893.57,196,969560,15
115,82,197,-24745,5,7871.282,196,973435,5
114,83,197,-19687,8,7841.63,196,978865,9
113,84,197,-13393,10,7805.71,196,985622,11
112,85,197,-6355,8,7766.02,196,993177,9
111,86,197,1510,16,7722.12,197,001621,17
110,87,197,10250,60,7673.76,197,011010,60
123,75,198,-16990#,400#,7861#,197,981760#,430#
122,76,198,-23600#,200#,7890#,197,974660#,220#
121,77,198,-25710#,200#,7897#,197,972400#,220#
120,78,198,-29904.0,2.1,7914.151,197,967896.7,2.3
119,79,198,-29580.8,0.5,7908.568,197,968243.7,0.6
118,80,198,-30954.3,0.5,7911.553,197,966769.2,0.5
117,81,198,-27529,8,7890.30,197,970447,8
116,82,198,-26067,9,7878.97,197,972015,9
115,83,198,-19374,28,7841.21,197,979201,30
114,84,198,-15473,17,7817.56,197,983389,19
113,85,198,-6709,5,7769.345,197,992798,5
112,86,198,-1230,13,7737.72,197,998679,14
111,87,198,9580,30,7679.19,198,010280,30
124,75,199,-14730#,400#,7850#,198,984190#,430#
123,76,199,-20270#,200#,7874#,198,978240#,220#
122,77,199,-24400,40,7891.21,198,973810,40
121,78,199,-27388.7,2.2,7902.301,198,970597.0,2.3
120,79,199,-29093.8,0.5,7906.938,198,968766.6,0.6
119,80,199,-29546.1,0.5,7905.279,198,968281.0,0.6
118,81,199,-28059,28,7893.88,198,969880,30
117,82,199,-25232,7,7875.74,198,972913,7
116,83,199,-20798,11,7849.52,198,977673,11
115,84,199,-15239,5,7817.658,198,983640,6
114,85,199,-8823,5,7781.488,198,990528,6
113,86,199,-1560,7,7741.06,198,998325,8
112,87,199,6771,14,7695.26,199,007269,15
124,76,200,-18550#,300#,7867#,199,980090#,320#
123,77,200,-21570#,200#,7878#,199,976840#,210#
122,78,200,-26599,20,7899.20,199,971445,22
121,79,200,-27240,27,7898.49,199,970757,29
120,80,200,-29503.3,0.5,7905.896,199,968326.9,0.6
119,81,200,-27047,6,7889.704,199,970964,6
118,82,200,-26251,10,7881.81,199,971819,11
117,83,200,-20371,23,7848.50,199,978131,24
116,84,200,-16942,8,7827.44,199,981812,8
115,85,200,-8988,24,7783.76,199,990351,26
114,86,200,-4000,6,7754.911,199,995705,6
113,87,200,6130,30,7700.33,200,006580,30
125,76,201,-14840#,300#,7849#,200,984070#,320#
124,77,201,-19840#,200#,7870#,200,978700#,220#
123,78,201,-23740,50,7885.83,200,974510,50
122,79,201,-26401,3,7895.175,200,971658,3
121,80,201,-27662.5,0.7,7897.561,200,970303.1,0.8
120,81,201,-27181,14,7891.27,200,970820,15
119,82,201,-25271,14,7877.88,200,972870,15
118,83,201,-21429,12,7854.87,200,976995,13
117,84,201,-16521,5,7826.562,200,982264,5
116,85,201,-10789,8,7794.15,200,988417,9
115,86,201,-4107,10,7757.02,200,995591,11
114,87,201,3589,9,7714.84,201,003852,10
113,88,201,11937,20,7669.41,201,012815,22
126,76,202,-12530#,400#,7839#,201,986550#,430#
125,77,202,-16640#,300#,7855#,201,982140#,320#
124,78,202,-22692,25,7881.56,201,975639,27
123,79,202,-24353,23,7885.91,201,973856,25
122,80,202,-27345.3,0.7,7896.850,201,970643.6,0.8
121,81,202,-25980.4,1.8,7886.221,201,972108.9,2.0
120,82,202,-25941,4,7882.151,201,972152,4
119,83,202,-20751,14,7852.59,201,977723,15
118,84,202,-17942,9,7834.81,201,980739,9
117,85,202,-10595,28,7794.56,201,988626,30
116,86,202,-6275,18,7769.30,201,993264,19
115,87,202,3102,6,7719.012,202,003330,6
114,88,202,9075,15,7685.57,202,009742,16
127,76,203,-7270#,400#,7814#,202,992200#,430#
126,77,203,-14370#,400#,7845#,202,984570#,430#
125,78,203,-19510#,200#,7867#,202,979060#,220#
124,79,203,-23143,3,7880.865,202,975154,3
123,80,203,-25269.2,1.6,7887.483,202,972872.4,1.8
122,81,203,-25761.3,1.2,7886.053,202,972344.1,1.3
121,82,203,-24786,7,7877.40,202,973391,7
120,83,203,-21525,13,7857.48,202,976892,14
119,84,203,-17311,5,7832.863,202,981416,5
118,85,203,-12163,11,7803.65,202,986943,11
117,86,203,-6184,6,7770.344,202,993361,6
116,87,203,876,6,7731.71,203,000941,7
115,88,203,8601,10,7689.80,203,009234,10
127,77,204,-9570#,400#,7823#,203,989730#,430#
126,78,204,-17620#,200#,7859#,203,981080#,220#
125,79,204,-20390#,200#,7868#,203,978110#,220#
124,80,204,-24690.1,0.5,7885.546,203,973494.0,0.5
123,81,204,-24346.1,1.2,7880.024,203,973863.4,1.2
122,82,204,-25109.8,1.1,7879.933,203,973043.5,1.2
121,83,204,-20646,9,7854.22,203,977836,10
120,84,204,-18341,10,7839.08,203,980310,11
119,85,204,-11875,23,7803.55,203,987251,24
118,86,204,-7970,7,7780.57,203,991444,8
117,87,204,607,25,7734.69,204,000652,26
116,88,204,6061,9,7704.12,204,006507,10
128,77,205,-5600#,500#,7805#,204,993990#,540#
127,78,205,-12820#,300#,7836#,204,986240#,320#
126,79,205,-18570#,200#,7860#,204,980060#,220#
125,80,205,-22288,4,7874.732,204,976073,4
124,81,205,-23820.8,1.2,7878.395,204,974427.3,1.3
123,82,205,-23770.2,1.1,7874.331,204,974481.7,1.2
122,83,205,-21066,5,7857.322,204,977385,5
121,84,205,-17521,10,7836.22,204,981190,11
120,85,205,-12985,12,7810.27,204,986061,13
119,86,205,-7710,5,7780.723,204,991723,5
118,87,205,-1310,8,7745.69,204,998594,8
117,88,205,5804,23,7707.17,205,006231,24
116,89,205,14110,60,7662.85,205,015140,60
128,78,206,-9240#,300#,7820#,205,990080#,320#
127,79,206,-14190#,300#,7840#,205,984770#,320#
126,80,206,-20946,20,7869.17,205,977514,22
125,81,206,-22253.3,1.3,7871.722,205,976110.1,1.4
124,82,206,-23785.5,1.1,7875.362,205,974465.2,1.2
123,83,206,-20028,8,7853.32,205,978499,8
122,84,206,-18189,4,7840.597,205,980474,4
121,85,206,-12439,14,7808.89,205,986646,15
120,86,206,-9133,9,7789.04,205,990195,9
119,87,206,-1247,28,7746.96,205,998661,30
118,88,206,3566,18,7719.80,206,003828,19
117,89,206,13480,70,7667.9,206,014480,70
129,78,207,-4140#,400#,7797#,206,995560#,430#
128,79,207,-10640#,300#,7824#,206,988580#,320#
127,80,207,-16487,30,7848.61,206,982300,30
126,81,207,-21034,5,7866.798,206,977419,6
125,82,207,-22452.0,1.1,7869.866,206,975896.8,1.2
124,83,207,-20054.6,2.4,7854.505,206,978470.6,2.6
123,84,207,-17146,7,7836.67,206,981593,7
122,85,207,-13227,12,7813.97,206,985800,13
121,86,207,-8635,5,7787.999,206,990730,5
120,87,207,-2849,18,7756.27,206,996941,19
119,88,207,3510,60,7721.75,207,003770,60
118,89,207,11150,60,7681.10,207,011970,60
130,78,208,-500#,400#,7780#,207,999460#,430#
129,79,208,-5910#,300#,7803#,207,993660#,320#
128,80,208,-13270,30,7834.19,207,985760,30
127,81,208,-16750.1,1.9,7847.184,207,982018.0,2.0
126,82,208,-21748.5,1.1,7867.453,207,976652.0,1.2
125,83,208,-18870.2,2.3,7849.853,207,979742.1,2.5
124,84,208,-17469.2,1.7,7839.357,207,981246.0,1.8
123,85,208,-12470,9,7811.56,207,986613,10
122,86,208,-9655,10,7794.27,207,989635,11
121,87,208,-2665,12,7756.90,207,997139,13
120,88,208,1728,9,7732.02,208,001855,10
119,89,208,10760,60,7684.8,208,011550,70
118,90,208,16690,30,7652.57,208,017920,30
130,79,209,-2230#,400#,7786#,208,997610#,430#
129,80,209,-8610#,150#,7813#,208,990760#,160#
128,81,209,-13645,6,7833.398,208,985352,7
127,82,209,-17614.6,1.7,7848.649,208,981090.0,1.9
126,83,209,-18258.6,1.4,7847.987,208,980398.6,1.5
125,84,209,-16366.0,1.8,7835.188,208,982430.4,1.9
124,85,209,-12884,5,7814.784,208,986169,5
123,86,209,-8941,10,7792.18,208,990401,11
122,87,209,-3782,12,7763.75,208,995940,12
121,88,209,1858,6,7733.018,209,001995,6
120,89,209,8840,60,7695.85,209,009500,60
119,90,209,16400#,100#,7656#,209,017600#,110#
131,79,210,2680#,400#,7764#,210,002880#,430#
130,80,210,-5300#,200#,7799#,209,994310#,220#
129,81,210,-9247,12,7813.59,209,990073,12
128,82,210,-14728.4,1.4,7835.966,209,984188.4,1.6
127,83,210,-14791.9,1.4,7832.542,209,984120.2,1.5
126,84,210,-15953.1,1.1,7834.346,209,982873.7,1.2
125,85,210,-11972,8,7811.66,209,987147,8
124,86,210,-9605,5,7796.665,209,989689,5
123,87,210,-3344,13,7763.12,209,996411,14
122,88,210,443,9,7741.37,210,000475,10
121,89,210,8760,60,7698.02,210,009410,70
120,90,210,14060,19,7669.08,210,015094,20
131,80,211,-390#,200#,7777#,210,999580#,220#
130,81,211,-6080,40,7799.79,210,993480,50
129,82,211,-10493.0,2.3,7817.008,210,988735.3,2.4
128,83,211,-11859,5,7819.775,210,987269,6
127,84,211,-12432.5,1.3,7818.784,210,986653.2,1.3
126,85,211,-11647.2,2.7,7811.355,210,987496.2,2.9
125,86,211,-8755,7,7793.94,210,990601,7
124,87,211,-4140,12,7768.36,210,995555,13
123,88,211,832,5,7741.089,211,000893,5
122,89,211,7140,50,7707.47,211,007670,60
121,90,211,13880,90,7671.9,211,014900,90
120,91,211,22050,70,7629.4,211,023670,70
132,80,212,3020#,300#,7762#,212,003240#,320#
131,81,212,-1550#,200#,7780#,211,998340#,220#
130,82,212,-7548.9,1.8,7804.320,211,991895.9,2.0
129,83,212,-8117.9,1.9,7803.314,211,991285.0,2.0
128,84,212,-10369.4,1.2,7810.244,211,988868.0,1.2
127,85,212,-8628.1,2.4,7798.340,211,990737.3,2.6
126,86,212,-8659,3,7794.796,211,990704,3
125,87,212,-3516,9,7766.85,211,996225,9
124,88,212,-199,10,7747.51,211,999787,11
123,89,212,7300,22,7708.45,212,007836,23
122,90,212,12111,10,7682.06,212,013002,11
121,91,212,21600,90,7633.6,212,023180,90
133,80,213,8200#,300#,7739#,213,008800#,320#
132,81,213,1784,27,7765.43,213,001915,29
131,82,213,-3204,7,7785.17,212,996561,7
130,83,213,-5232,5,7791.022,212,994384,5
129,84,213,-6654,3,7794.024,212,992857,3
128,85,213,-6580,5,7790.004,212,992937,5
127,86,213,-5696,3,7782.182,212,993885,4
126,87,213,-3554,5,7768.454,212,996184,5
125,88,213,346,10,7746.47,213,000371,11
124,89,213,6141,12,7715.59,213,006593,13
123,90,213,12120,9,7683.85,213,013011,10
122,91,213,19650,60,7644.80,213,021100,60
134,80,214,11770#,400#,7724#,214,012640#,430#
133,81,214,6470#,200#,7745#,214,006940#,210#
132,82,214,-183.0,2.0,7772.395,213,999803.5,2.1
131,83,214,-1201,11,7773.50,213,998711,12
130,84,214,-4470.0,1.4,7785.116,213,995201.3,1.6
129,85,214,-3379,4,7776.363,213,996372,4
128,86,214,-4320,9,7777.10,213,995363,10
127,87,214,-958,9,7757.74,213,998971,9
126,88,214,93,5,7749.172,214,000100,6
125,89,214,6433,14,7715.89,214,006906,15
124,90,214,10695,11,7692.32,214,011481,11
123,91,214,19460,80,7647.7,214,020890,90
135,80,215,17110#,400#,7701#,215,018370#,430#
134,81,215,10030#,300#,7730#,215,010770#,320#
133,82,215,4340,50,7752.74,215,004660,60
132,83,215,1629,6,7761.718,215,001749,6
131,84,215,-541.8,2.1,7768.177,214,999418.4,2.3
130,85,215,-1257,7,7767.86,214,998651,7
129,86,215,-1169,6,7763.816,214,998745,7
128,87,215,318,7,7753.26,215,000342,8
127,88,215,2532,7,7739.32,215,002718,8
126,89,215,6031,12,7719.41,215,006474,13
125,90,215,10921,6,7693.027,215,011725,7
124,91,215,17800,80,7657.4,215,019110,90
123,92,215,24890,100,7620.8,215,026720,110
136,80,216,20920#,400#,7685#,216,022460#,430#
135,81,216,14870#,300#,7709#,216,015960#,320#
134,82,216,7510#,200#,7740#,216,008060#,220#
133,83,216,5874,11,7743.50,216,006306,12
132,84,216,1782.3,1.8,7758.820,216,001913.4,1.9
131,85,216,2257,4,7753.002,216,002423,4
130,86,216,253,6,7758.655,216,000272,6
129,87,216,2971,4,7742.451,216,003190,4
128,88,216,3291,8,7737.35,216,003534,9
127,89,216,8150,9,7711.23,216,008749,10
126,90,216,10299,11,7697.66,216,011056,12
125,91,216,17824,25,7659.20,216,019135,26
124,92,216,23066,28,7631.31,216,024760,30
136,81,217,18660#,400#,7693#,217,020030#,430#
135,82,217,12260#,300#,7719#,217,013160#,320#
134,83,217,8730,18,7731.85,217,009372,19
133,84,217,5883,7,7741.36,217,006316,7
132,85,217,4395,5,7744.617,217,004718,5
131,86,217,3659,4,7744.404,217,003928,5
130,87,217,4315,7,7737.77,217,004632,7
129,88,217,5890,7,7726.91,217,006323,8
128,89,217,8702,11,7710.34,217,009342,12
127,90,217,12206,11,7690.59,217,013103,11
126,91,217,17055,12,7664.64,217,018309,13
125,92,217,22970#,80#,7634#,217,024660#,90#
137,81,218,23710#,400#,7672#,218,025450#,430#
136,82,218,15630#,300#,7705#,218,016780#,320#
135,83,218,13216,27,7712.83,218,014188,29
134,84,218,8356.7,2.0,7731.530,218,008971.2,2.1
133,85,218,8100,12,7729.12,218,008696,12
132,86,218,5217.4,2.3,7738.753,218,005601.1,2.5
131,87,218,7059,4,7726.714,218,007579,5
130,88,218,6646,10,7725.02,218,007134,11
129,89,218,10850,60,7702.14,218,011650,60
128,90,218,12367,11,7691.60,218,013276,11
127,91,218,18650,18,7659.19,218,020021,19
126,92,218,21895,14,7640.72,218,023505,15
137,82,219,20620#,400#,7684#,219,022140#,430#
136,83,219,16320#,200#,7700#,219,017520#,220#
135,84,219,12681,16,7713.33,219,013614,17
134,85,219,10396,3,7720.197,219,011161,3
133,86,219,8829.3,2.1,7723.778,219,009478.7,2.3
132,87,219,8617,7,7721.18,219,009251,7
131,88,219,9394,7,7714.06,219,010085,7
130,89,219,11570,50,7700.55,219,012420,60
129,90,219,14460,60,7683.77,219,015530,60
128,91,219,18580,70,7661.4,219,019950,70
127,92,219,23296,13,7636.29,219,025009,14
126,93,219,29440,90,7604.7,219,031600,100
138,82,220,24130#,400#,7670#,220,025910#,430#
137,83,220,20960#,300#,7681#,220,022500#,320#
136,84,220,15263,18,7703.22,220,016386,19
135,85,220,14376,14,7703.70,220,015433,15
134,86,220,10612.0,1.8,7717.255,220,011392.4,1.9
133,87,220,11482,4,7709.743,220,012327,4
132,88,220,10272,8,7711.69,220,011028,8
131,89,220,13744,6,7692.352,220,014755,7
130,90,220,14690,14,7684.50,220,015770,15
129,91,220,20278,15,7655.54,220,021770,16
128,92,220,23010#,100#,7640#,220,024710#,110#
127,93,220,30480,30,7602.08,220,032720,30
138,83,221,24200#,300#,7668#,221,025980#,320#
137,84,221,19774,20,7684.48,221,021228,21
136,85,221,16783,14,7694.48,221,018017,15
135,86,221,14471,6,7701.394,221,015536,6
134,87,221,13277,5,7703.257,221,014254,5
133,88,221,12964,5,7701.135,221,013917,5
132,89,221,14530,60,7690.50,221,015600,60
131,90,221,16940,8,7676.06,221,018186,9
130,91,221,20370,60,7656.98,221,021870,60
129,92,221,24520,70,7634.7,221,026320,80
128,93,221,29910#,200#,7607#,221,032110#,220#
127,94,221,35930#,300#,7576#,221,038570#,320#
139,83,222,28950#,300#,7648#,222,031080#,320#
138,84,222,22490,40,7674.01,222,024140,40
137,85,222,20953,16,7677.39,222,022494,17
136,86,222,16372.0,1.9,7694.499,222,017576.0,2.1
135,87,222,16378,7,7690.95,222,017583,8
134,88,222,14320,4,7696.693,222,015373,5
133,89,222,16622,5,7682.801,222,017844,5
132,90,222,17203,10,7676.66,222,018468,11
131,91,222,22060,90,7651.2,222,023690,90
130,92,222,24270,50,7637.77,222,026060,60
129,93,222,31270,40,7602.70,222,033570,40
128,94,222,35060#,300#,7582#,222,037640#,320#
140,83,223,32240#,400#,7636#,223,034610#,430#
139,84,223,27080#,200#,7655#,223,029070#,210#
138,85,223,23428,14,7668.06,223,025151,15
137,86,223,20390,8,7678.17,223,021889,8
136,87,223,18382.3,1.9,7683.666,223,019734.2,2.1
135,88,223,17233.2,2.1,7685.310,223,018500.6,2.2
134,89,223,17825,7,7679.15,223,019136,7
133,90,223,19385,8,7668.64,223,020811,9
132,91,223,22340,80,7651.9,223,023980,80
131,92,223,26050,60,7631.76,223,027960,60
130,93,223,30660,80,7607.6,223,032910,90
129,94,223,36120#,300#,7580#,223,038780#,320#
128,95,223,42700#,300#,7547#,223,045840#,320#
141,83,224,37070#,400#,7616#,224,039800#,430#
140,84,224,29910#,200#,7644#,224,032110#,210#
139,85,224,27711,22,7650.74,224,029749,24
138,86,224,22445,10,7670.75,224,024096,11
137,87,224,21749,11,7670.37,224,023348,12
136,88,224,18825.8,1.8,7679.924,224,020210.4,1.9
135,89,224,20234,4,7670.144,224,021722,4
134,90,224,19996,10,7667.72,224,021466,10
133,91,224,23862,8,7646.96,224,025617,8
132,92,224,25743,15,7635.07,224,027636,16
131,93,224,32032,29,7603.50,224,034390,30
130,94,224,35280#,300#,7586#,224,037880#,320#
129,95,224,43260#,400#,7546#,224,046440#,430#
141,84,225,34580#,300#,7626#,225,037120#,320#
140,85,225,30300#,300#,7641#,225,032530#,320#
139,86,225,26534,11,7654.36,225,028486,12
138,87,225,23821,12,7662.94,225,025572,13
137,88,225,21993.0,2.6,7667.587,225,023610.5,2.8
136,89,225,21637,5,7665.691,225,023229,5
135,90,225,22310,5,7659.223,225,023951,5
134,91,225,24360,80,7646.7,225,026150,90
133,92,225,27372,10,7629.77,225,029385,11
132,93,225,31620,90,7607.4,225,033940,100
131,94,225,36300#,300#,7583#,225,038970#,320#
130,95,225,42390#,400#,7553#,225,045510#,430#
142,84,226,37550#,400#,7614#,226,040310#,430#
141,85,226,34660#,300#,7624#,226,037210#,320#
140,86,226,28747,10,7646.41,226,030861,11
139,87,226,27521,6,7648.377,226,029545,7
138,88,226,23667.6,1.9,7661.964,226,025408.2,2.1
137,89,226,24309,3,7655.663,226,026097,3
136,90,226,23198,4,7657.119,226,024904,5
135,91,226,26034,11,7641.11,226,027948,12
134,92,226,27329,11,7631.92,226,029339,12
133,93,226,32820,100,7604.2,226,035230,110
132,94,226,35630#,200#,7588#,226,038250#,220#
131,95,226,42970#,300#,7552#,226,046130#,320#
143,84,227,42280#,400#,7596#,227,045390#,430#
142,85,227,37430#,300#,7613#,227,040180#,320#
141,86,227,32886,14,7630.05,227,035304,15
140,87,227,29682,6,7640.716,227,031865,6
139,88,227,27177.5,1.9,7648.305,227,029176.2,2.1
138,89,227,25849.5,1.9,7650.708,227,027750.6,2.1
137,90,227,25804.8,2.1,7647.459,227,027702.5,2.2
136,91,227,26830,7,7639.49,227,028804,8
135,92,227,29045,9,7626.29,227,031181,9
134,93,227,32580,80,7607.3,227,034980,80
133,94,227,36770#,100#,7585#,227,039470#,110#
132,95,227,42180#,200#,7558#,227,045280#,220#
143,85,228,41880#,400#,7596#,228,044960#,430#
142,86,228,35243,18,7621.65,228,037835,19
141,87,228,33384,7,7626.369,228,035839,7
140,88,228,28940.2,2.0,7642.429,228,031068.6,2.1
139,89,228,28894.7,2.1,7639.197,228,031019.7,2.2
138,90,228,26770.9,1.8,7645.081,228,028739.7,1.9
137,91,228,28924,4,7632.208,228,031051,5
136,92,228,29220,13,7627.48,228,031369,14
135,93,228,33830#,100#,7604#,228,036310#,110#
134,94,228,36108,23,7590.40,228,038763,25
133,95,228,42850#,200#,7557#,228,046000#,220#
144,85,229,44890#,400#,7585#,229,048190#,430#
143,86,229,39362,13,7605.62,229,042257,14
142,87,229,35668,5,7618.338,229,038291,5
141,88,229,32562,15,7628.49,229,034957,17
140,89,229,30690,12,7633.24,229,032947,13
139,90,229,29585.5,2.4,7634.651,229,031761.4,2.6
138,91,229,29897,3,7629.875,229,032096,4
137,92,229,31211,6,7620.722,229,033506,6
136,93,229,33800,100,7606.0,229,036290,110
135,94,229,37390,60,7586.88,229,040150,70
134,95,229,42180,110,7562.6,229,045280,110
144,86,230,42170#,200#,7595#,230,045270#,220#
143,87,230,39487,7,7603.705,230,042391,7
142,88,230,34516,10,7621.91,230,037055,11
141,89,230,33838,16,7621.46,230,036327,17
140,90,230,30862.5,1.2,7630.997,230,033132.3,1.3
139,91,230,32174,3,7621.896,230,034540,3
138,92,230,31615,5,7620.923,230,033940,5
137,93,230,35240,60,7601.78,230,037830,60
136,94,230,36932,14,7591.00,230,039648,16
135,95,230,42870#,140#,7562#,230,046030#,150#
145,86,231,46550#,300#,7579#,231,049970#,320#
144,87,231,42081,8,7594.50,231,045175,8
143,88,231,38216,11,7607.84,231,041027,12
142,89,231,35763,13,7615.08,231,038393,14
141,90,231,33815.8,1.2,7620.119,231,036302.8,1.3
140,91,231,33424.3,1.8,7618.427,231,035882.5,1.9
139,92,231,33806.0,2.7,7613.388,231,036292.2,2.9
138,93,231,35620,50,7602.13,231,038240,50
137,94,231,38309,22,7587.12,231,041126,24
136,95,231,42410#,300#,7566#,231,045530#,320#
135,96,231,47270#,300#,7542#,231,050750#,320#
145,87,232,46073,14,7579.35,232,049461,15
144,88,232,40497,9,7600.01,232,043475,10
143,89,232,39154,13,7602.42,232,042034,14
142,90,232,35446.7,1.4,7615.034,232,038053.6,1.5
141,91,232,35947,8,7609.51,232,038590,8
140,92,232,34609.4,1.8,7611.898,232,037154.8,1.9
